filepath,duplicate_group_id,kept_representative,dup_type
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/495.jpeg,near_41,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_44.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_17.jpg,near_47,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_17.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/786.jpeg,near_47,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_17.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_23.jpg,near_74,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_23.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/792.jpeg,near_74,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_23.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_249.jpg,near_77,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_249.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_46.jpg,near_77,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_249.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/18.jpeg,near_79,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/18.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_22.jpg,near_79,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/18.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_41.jpg,near_82,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_41.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/800.jpeg,near_82,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_41.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_150.jpg,near_87,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_150.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/601.jpeg,near_87,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_150.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_275.jpg,near_90,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_275.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/754.jpeg,near_90,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_275.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_65.jpg,near_94,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_65.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/516.jpg,near_94,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_65.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_73.jpg,near_116,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_73.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/524.jpeg,near_116,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_73.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_155.jpg,near_117,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_155.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_185.jpg,near_117,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_155.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_114.jpg,near_123,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_114.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/625.jpeg,near_123,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_114.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_106.jpg,near_125,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_106.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/557.jpg,near_125,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_106.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/474.jpg,near_129,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/474.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_23.jpg,near_129,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/474.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_57.jpg,near_133,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_57.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_56.jpg,near_133,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_57.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/902.jpeg,near_149,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/902.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_92.jpg,near_149,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/902.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/13.image-23.png,near_158,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/13.image-23.png,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/11.image-23.png,near_158,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/13.image-23.png,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/2729458.jpg,near_158,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/13.image-23.png,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/device-recycling.jpg,near_158,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/13.image-23.png,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_111.jpg,near_162,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_111.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/562.jpg,near_162,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_111.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/626.jpeg,near_167,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/626.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_115.jpg,near_167,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/626.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_38.jpg,near_170,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_38.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_34.jpg,near_170,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_38.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_129.jpg,near_173,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_129.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/580.jpeg,near_173,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_129.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_289.jpg,near_178,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_289.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_99.jpg,near_178,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_289.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/462.jpeg,near_184,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/462.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_11.jpg,near_184,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/462.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_59.jpg,near_185,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_59.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/510.jpeg,near_185,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_59.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_52.jpg,near_196,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_52.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/503.jpeg,near_196,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_52.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_53.jpg,near_201,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_53.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_54.jpg,near_201,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_53.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_142.jpg,near_212,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_142.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/593.jpeg,near_212,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_142.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_120.jpg,near_219,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_120.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/631.jpeg,near_219,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_120.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_47.jpg,near_220,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_47.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/498.jpeg,near_220,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_47.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/469.jpeg,near_224,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/469.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_18.jpg,near_224,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/469.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/476.jpg,near_226,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/476.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_25.jpg,near_226,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/476.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_103.jpg,near_232,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_103.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/613.jpeg,near_232,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_103.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/e-waste-889x667.jpg,near_233,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/e-waste-889x667.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/66.1a2f170866294b7159b8784e8ec00f95.png,near_233,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/e-waste-889x667.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_37.jpg,near_236,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_37.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_145.jpg,near_236,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_37.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_276.jpg,near_238,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_276.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/755.jpg,near_238,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_276.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_177.jpg,near_254,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_177.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_171.jpg,near_254,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_177.jpg,near_duplicate
